0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.900799999999999882e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180620000000000063e-03,0.000000000000000000e+00,1.180620000000000063e-03,5.900799999999999882e-04
1.766450000000000138e-03,1.000000000000000000e+00,1.176370000000000150e-03,5.905400000000000753e-04
2.350150000000000069e-03,0.000000000000000000e+00,1.169530000000000005e-03,5.858300000000000746e-04
2.934180000000000208e-03,1.000000000000000000e+00,1.167730000000000070e-03,5.836999999999999307e-04
3.577429999999999933e-03,0.000000000000000000e+00,1.227279999999999864e-03,5.840300000000001393e-04
4.161289999999999781e-03,1.000000000000000000e+00,1.227109999999999573e-03,6.432499999999997248e-04
4.745799999999999672e-03,0.000000000000000000e+00,1.168369999999999739e-03,5.838599999999998479e-04
5.328760000000000094e-03,1.000000000000000000e+00,1.167470000000000313e-03,5.845099999999998908e-04
5.918239999999999959e-03,0.000000000000000000e+00,1.172440000000000287e-03,5.829600000000004223e-04
6.502390000000000253e-03,1.000000000000000000e+00,1.173630000000000159e-03,5.894799999999998652e-04
7.090469999999999759e-03,0.000000000000000000e+00,1.172229999999999800e-03,5.841500000000002940e-04
7.675500000000000031e-03,1.000000000000000000e+00,1.173109999999999778e-03,5.880799999999995059e-04
8.261199999999999793e-03,0.000000000000000000e+00,1.170730000000000035e-03,5.850300000000002720e-04
8.847350000000000353e-03,1.000000000000000000e+00,1.171850000000000322e-03,5.856999999999997625e-04
9.429470000000000560e-03,0.000000000000000000e+00,1.168270000000000766e-03,5.861500000000005595e-04
1.001421000000000082e-02,1.000000000000000000e+00,1.166860000000000466e-03,5.821200000000002067e-04
1.059520000000000080e-02,0.000000000000000000e+00,1.165730000000000238e-03,5.847400000000002596e-04
1.118041999999999994e-02,1.000000000000000000e+00,1.166209999999999122e-03,5.809899999999999787e-04
1.176177999999999946e-02,0.000000000000000000e+00,1.166579999999998660e-03,5.852199999999991437e-04
1.234934000000000032e-02,1.000000000000000000e+00,1.168920000000000375e-03,5.813599999999995160e-04
1.293024000000000083e-02,0.000000000000000000e+00,1.168460000000001373e-03,5.875600000000008594e-04
1.351745000000000030e-02,1.000000000000000000e+00,1.168109999999999982e-03,5.809000000000005132e-04
1.409963000000000015e-02,0.000000000000000000e+00,1.169389999999999319e-03,5.872099999999994685e-04
1.468389999999999973e-02,1.000000000000000000e+00,1.166449999999999432e-03,5.821799999999998504e-04
1.527415000000000023e-02,0.000000000000000000e+00,1.174520000000000078e-03,5.842699999999995814e-04
1.586734999999999882e-02,1.000000000000000000e+00,1.183449999999999086e-03,5.902500000000004965e-04
1.645496999999999932e-02,0.000000000000000000e+00,1.180819999999999093e-03,5.931999999999985895e-04
1.704641999999999963e-02,1.000000000000000000e+00,1.179070000000000812e-03,5.876200000000005030e-04
1.763052000000000022e-02,0.000000000000000000e+00,1.175550000000000900e-03,5.914500000000003088e-04
1.821487000000000106e-02,1.000000000000000000e+00,1.168450000000001432e-03,5.841000000000005909e-04
1.879752999999999979e-02,0.000000000000000000e+00,1.167009999999999575e-03,5.843500000000008410e-04
1.938236999999999946e-02,1.000000000000000000e+00,1.167499999999998400e-03,5.826599999999987345e-04
1.996397000000000102e-02,0.000000000000000000e+00,1.166440000000001226e-03,5.848399999999996657e-04
2.054836999999999983e-02,1.000000000000000000e+00,1.166000000000000369e-03,5.816000000000015602e-04
2.113014000000000212e-02,0.000000000000000000e+00,1.166170000000001095e-03,5.843999999999988093e-04
2.171450999999999937e-02,1.000000000000000000e+00,1.166139999999999538e-03,5.817700000000022853e-04
2.229042000000000176e-02,0.000000000000000000e+00,1.160279999999999645e-03,5.843699999999972527e-04
2.288391000000000036e-02,1.000000000000000000e+00,1.169400000000000994e-03,5.759100000000023922e-04
2.346791000000000155e-02,0.000000000000000000e+00,1.177489999999999787e-03,5.934899999999986020e-04
2.405304000000000123e-02,1.000000000000000000e+00,1.169130000000000863e-03,5.840000000000011848e-04
2.463798000000000030e-02,0.000000000000000000e+00,1.170069999999998750e-03,5.851299999999996782e-04
2.522974000000000050e-02,1.000000000000000000e+00,1.176699999999999274e-03,5.849399999999990718e-04
2.582030000000000089e-02,0.000000000000000000e+00,1.182320000000000593e-03,5.917600000000002025e-04
2.641639000000000140e-02,1.000000000000000000e+00,1.186650000000000899e-03,5.905600000000003902e-04
2.700769000000000086e-02,0.000000000000000000e+00,1.187389999999999973e-03,5.960900000000005083e-04
2.759912000000000129e-02,1.000000000000000000e+00,1.182729999999999893e-03,5.912999999999994649e-04
2.818673000000000012e-02,0.000000000000000000e+00,1.179039999999999255e-03,5.914300000000004276e-04
2.878388000000000127e-02,1.000000000000000000e+00,1.184759999999999980e-03,5.876099999999988277e-04
2.936938000000000049e-02,0.000000000000000000e+00,1.182650000000000368e-03,5.971500000000011521e-04
2.995928000000000133e-02,1.000000000000000000e+00,1.175400000000000056e-03,5.854999999999992155e-04
3.054267000000000093e-02,0.000000000000000000e+00,1.173290000000000444e-03,5.899000000000008404e-04
3.113215000000000079e-02,1.000000000000000000e+00,1.172869999999999469e-03,5.833899999999996033e-04
3.172131000000000256e-02,0.000000000000000000e+00,1.178640000000001631e-03,5.894799999999998652e-04
3.230559000000000208e-02,1.000000000000000000e+00,1.173440000000001288e-03,5.891600000000017656e-04
3.289653000000000022e-02,0.000000000000000000e+00,1.175219999999997655e-03,5.842799999999995220e-04
3.348199999999999787e-02,1.000000000000000000e+00,1.176409999999995792e-03,5.909399999999981334e-04
3.406564000000000120e-02,0.000000000000000000e+00,1.169110000000000982e-03,5.854699999999976590e-04
3.465399000000000257e-02,1.000000000000000000e+00,1.171990000000004695e-03,5.836400000000033228e-04
3.523795999999999873e-02,0.000000000000000000e+00,1.172319999999997531e-03,5.883500000000013719e-04
3.582675999999999916e-02,1.000000000000000000e+00,1.172769999999996593e-03,5.839699999999961588e-04
3.644572000000000089e-02,0.000000000000000000e+00,1.207760000000002165e-03,5.888000000000004341e-04
3.703125000000000167e-02,1.000000000000000000e+00,1.204490000000002503e-03,6.189600000000017310e-04
3.761338000000000181e-02,0.000000000000000000e+00,1.167660000000000919e-03,5.855300000000007721e-04
3.819838000000000400e-02,1.000000000000000000e+00,1.167130000000002332e-03,5.821300000000001473e-04
3.878531000000000339e-02,0.000000000000000000e+00,1.171930000000001582e-03,5.850000000000021849e-04
3.937013000000000318e-02,1.000000000000000000e+00,1.171749999999999181e-03,5.869299999999993966e-04
3.995239000000000429e-02,0.000000000000000000e+00,1.167080000000000894e-03,5.848199999999997845e-04
4.054344000000000003e-02,1.000000000000000000e+00,1.173309999999996855e-03,5.822600000000011100e-04
4.113166000000000044e-02,0.000000000000000000e+00,1.179269999999996155e-03,5.910499999999957454e-04
4.171553000000000067e-02,1.000000000000000000e+00,1.172090000000000631e-03,5.882200000000004092e-04
4.229304000000000396e-02,0.000000000000000000e+00,1.161380000000003521e-03,5.838700000000002222e-04
4.288092000000000292e-02,1.000000000000000000e+00,1.165390000000002257e-03,5.775100000000032985e-04
4.346425999999999762e-02,0.000000000000000000e+00,1.171219999999993655e-03,5.878799999999989589e-04
4.405254000000000114e-02,1.000000000000000000e+00,1.171619999999998218e-03,5.833399999999946961e-04
4.464400000000000313e-02,0.000000000000000000e+00,1.179740000000005506e-03,5.882800000000035223e-04
4.523123999999999895e-02,1.000000000000000000e+00,1.178699999999997805e-03,5.914600000000019842e-04
4.581687000000000259e-02,0.000000000000000000e+00,1.172869999999999469e-03,5.872399999999958209e-04
4.640351000000000198e-02,1.000000000000000000e+00,1.172270000000003032e-03,5.856300000000036476e-04
4.698499000000000425e-02,0.000000000000000000e+00,1.168120000000001657e-03,5.866399999999993842e-04
4.757772999999999863e-02,1.000000000000000000e+00,1.174219999999996655e-03,5.814800000000022728e-04
4.816804000000000224e-02,0.000000000000000000e+00,1.183049999999997992e-03,5.927399999999943825e-04
4.875213999999999936e-02,1.000000000000000000e+00,1.174410000000000731e-03,5.903100000000036096e-04
4.933277999999999969e-02,0.000000000000000000e+00,1.164739999999997444e-03,5.840999999999971215e-04
4.991683000000000231e-02,1.000000000000000000e+00,1.164690000000002945e-03,5.806400000000003225e-04
5.049909999999999816e-02,0.000000000000000000e+00,1.166319999999998469e-03,5.840500000000026226e-04
5.108052000000000425e-02,1.000000000000000000e+00,1.163690000000001945e-03,5.822699999999958465e-04
5.166711000000000220e-02,0.000000000000000000e+00,1.168010000000004045e-03,5.814200000000060986e-04
5.228354000000000334e-02,1.000000000000000000e+00,1.203019999999999090e-03,5.865899999999979464e-04
5.287031000000000369e-02,0.000000000000000000e+00,1.203200000000001491e-03,6.164300000000011437e-04
5.345580999999999944e-02,1.000000000000000000e+00,1.172269999999996093e-03,5.867700000000003469e-04
5.404105000000000020e-02,0.000000000000000000e+00,1.170739999999996506e-03,5.854999999999957461e-04
5.462774000000000102e-02,1.000000000000000000e+00,1.171930000000001582e-03,5.852400000000007596e-04
5.521130999999999955e-02,0.000000000000000000e+00,1.170259999999999356e-03,5.866900000000008220e-04
5.579657000000000366e-02,1.000000000000000000e+00,1.168830000000002645e-03,5.835699999999985343e-04
5.637882999999999784e-02,0.000000000000000000e+00,1.167519999999998281e-03,5.852600000000041103e-04
5.696405000000000218e-02,1.000000000000000000e+00,1.167479999999998519e-03,5.822599999999941711e-04
5.754660999999999804e-02,0.000000000000000000e+00,1.167780000000000207e-03,5.852200000000043478e-04
5.813000000000000111e-02,1.000000000000000000e+00,1.165949999999998932e-03,5.825599999999958589e-04
5.871188000000000101e-02,0.000000000000000000e+00,1.165270000000002970e-03,5.833900000000030728e-04
5.929595000000000005e-02,1.000000000000000000e+00,1.165949999999998932e-03,5.818799999999998973e-04
5.988167999999999963e-02,0.000000000000000000e+00,1.169799999999998619e-03,5.840699999999990344e-04
6.047265000000000279e-02,1.000000000000000000e+00,1.176700000000002744e-03,5.857299999999995843e-04
6.105888000000000287e-02,0.000000000000000000e+00,1.177200000000003244e-03,5.909700000000031594e-04
6.164733000000000018e-02,1.000000000000000000e+00,1.174679999999997393e-03,5.862300000000000844e-04
6.228431000000000245e-02,0.000000000000000000e+00,1.225429999999999575e-03,5.884499999999973086e-04
6.287251000000000645e-02,1.000000000000000000e+00,1.225180000000006264e-03,6.369800000000022666e-04
6.346144000000000784e-02,0.000000000000000000e+00,1.177130000000005394e-03,5.882000000000039974e-04
6.405236000000000263e-02,1.000000000000000000e+00,1.179849999999996180e-03,5.889300000000013968e-04
6.463953000000000060e-02,0.000000000000000000e+00,1.178089999999992754e-03,5.909199999999947828e-04
6.522970999999999631e-02,1.000000000000000000e+00,1.177349999999993679e-03,5.871699999999979713e-04
6.582177000000000167e-02,0.000000000000000000e+00,1.182240000000001068e-03,5.901799999999957080e-04
6.640973000000000015e-02,1.000000000000000000e+00,1.180020000000003844e-03,5.920600000000053598e-04
6.699523000000000283e-02,0.000000000000000000e+00,1.173460000000001169e-03,5.879599999999984838e-04
6.758749000000000007e-02,1.000000000000000000e+00,1.177759999999999918e-03,5.855000000000026850e-04
6.817401000000000710e-02,0.000000000000000000e+00,1.178780000000004269e-03,5.922599999999972331e-04
6.876372000000000040e-02,1.000000000000000000e+00,1.176230000000000331e-03,5.865200000000070357e-04
6.935161000000000797e-02,0.000000000000000000e+00,1.177600000000000868e-03,5.897099999999932951e-04
6.994039999999999979e-02,1.000000000000000000e+00,1.176679999999999393e-03,5.878900000000075732e-04
